wnver::2.1
1740n 272402 ROOT
113710n 0
114021n 7
114323n 0
114458n 0
114601n 0
114912n 3
115145n 1
115294n 0
115603n 0
115780n 0
115887n 0
116068n 1
116414n 0
116545n 0
116632n 0
116737n 0
116903n 1
117047n 14
117372n 0
117489n 1
117681n 12
117994n 0
118126n 1
118283n 0
118422n 0
118645n 10
118845n 6
119124n 1
119383n 0
119585n 0
119817n 0
120009n 0
120140n 316
120433n 1
120622n 1
120713n 6
120909n 0
121131n 0
121262n 6
121487n 0
121630n 0
121735n 0
121821n 1
122015n 0
122096n 1
122245n 1
122359n 7
122605n 0
122794n 0
122915n 1
123108n 14
123579n 0
123715n 1
123926n 0
124063n 2
124200n 1
124365n 1
124500n 1
124630n 7
124765n 13
125010n 6
125133n 0
125309n 0
125534n 0
125767n 0
125920n 1
126081n 6
126310n 2
126419n 1
126532n 3
126760n 1
126878n 1
126970n 2
127186n 0
127536n 2
127790n 0
127955n 0
128116n 0
128289n 1
128431n 1
128534n 52
128791n 0
128929n 0
129052n 2
129235n 0
129321n 0
129435n 1
129549n 0
129663n 1
129799n 26
129941n 1
130045n 7
130200n 14
130426n 3
130604n 0
130678n 0
130782n 0
131011n 1
131112n 0
131319n 0
131425n 0
131543n 0
131690n 0
131835n 0
131916n 0
132018n 0
132224n 4
132567n 0
132730n 0
132923n 0
133056n 0
133218n 1
133371n 1
133467n 1
133571n 0
133649n 1
133748n 8
134110n 0
134295n 0
134403n 0
134698n 5
134953n 0
135128n 0
135296n 0
135497n 0
135640n 7
135860n 1
136018n 0
136153n 0
136218n 0
136375n 1
136963n 0
137177n 0
137338n 0
137531n 0
137683n 0
137812n 0
138071n 3
138319n 0
138446n 0
138595n 0
138815n 3
139088n 0
139225n 2
139559n 0
139780n 1
140066n 28
140316n 0
140510n 1
140795n 1
140885n 0
141022n 0
141144n 0
141441n 0
141704n 0
141891n 3
142037n 2
142283n 0
142477n 12
143038n 0
143188n 0
143370n 0
143536n 0
143702n 0
143831n 7
144115n 7
144350n 0
144446n 3
144573n 0
144713n 0
144854n 2
145121n 0
145316n 1
145501n 0
145705n 0
145912n 1
146021n 1
146095n 0
146237n 0
146343n 0
146521n 0
146767n 0
146958n 0
147154n 0
147356n 0
147487n 0
147638n 0
147850n 0
148021n 0
148191n 2
148418n 0
148513n 1
148601n 48
148937n 1
149041n 15
149253n 0
149361n 1
149542n 0
149750n 5
150013n 0
150128n 0
150308n 0
150519n 0
150685n 0
150829n 2
150981n 4
151253n 0
151453n 3
151709n 0
151914n 0
152105n 0
152318n 0
152507n 4
152817n 0
152990n 0
153139n 0
153313n 0
153410n 0
153645n 0
153832n 1
154092n 20
154329n 0
154474n 3
154698n 0
154888n 0
154968n 2
155196n 4
155454n 0
155816n 0
155997n 0
156216n 0
156440n 1
156719n 0
156893n 0
157117n 0
157235n 1
157352n 0
157508n 0
157742n 0
157864n 0
158063n 816
158423n 0
158559n 0
158708n 4
158875n 0
159056n 0
159237n 0
159452n 754
159867n 1
160053n 0
160226n 1
160450n 0
160599n 9
160972n 3
161165n 3
161399n 0
161621n 0
161819n 0
161998n 0
162118n 0
162383n 0
162613n 0
162762n 550
162992n 5
163175n 0
163372n 0
163522n 0
163685n 0
163883n 0
164098n 0
164266n 0
164400n 0
164584n 0
164770n 0
164941n 0
165057n 173
165325n 2
165478n 70
165713n 0
165849n 0
166066n 0
166195n 0
166355n 0
166549n 0
166716n 0
166884n 2
167080n 2
167187n 0
167254n 0
167388n 2
167594n 0
167793n 6
168051n 0
168162n 2
168426n 0
168617n 0
168761n 0
168891n 0
169034n 1
169142n 1
169254n 445
169716n 0
169827n 1
170031n 0
170305n 9
170547n 2
170671n 0
170804n 0
170956n 163
171207n 0
171326n 0
171494n 0
171718n 0
171977n 0
172149n 0
172419n 0
172596n 0
172856n 0
172993n 0
173153n 0
173310n 0
173538n 0
173671n 1
173992n 2
174182n 0
174327n 0
174568n 0
174721n 0
175095n 0
175226n 1
175358n 0
175498n 1
175592n 0
175742n 1
175847n 1
176043n 1
176150n 4
176383n 2
176521n 0
176695n 0
176880n 6
177237n 1
177429n 9
177658n 8
177840n 1
177962n 0
178107n 1
178248n 73
178680n 77
178902n 1
179038n 4
179190n 0
179364n 0
179551n 0
179707n 0
179824n 0
179972n 26
180421n 0
180561n 0
180788n 0
180927n 0
181078n 0
181228n 0
181396n 0
181519n 0
181722n 0
181853n 0
182027n 0
182193n 0
182612n 0
182910n 0
182995n 246
183417n 0
183505n 13
183698n 194
183860n 0
184071n 2
184251n 0
184368n 0
184544n 0
184702n 0
184810n 0
184981n 0
185127n 4
185295n 2
185467n 5
185618n 3
185837n 0
185926n 26
186257n 1
186401n 1
186541n 2
186699n 0
186792n 0
186940n 0
187144n 0
187292n 0
187503n 5281
188305n 0
188474n 0
188625n 1
188782n 0
188938n 7
189235n 0
189422n 0
189548n 1
189775n 0
189991n 0
190180n 0
190374n 0
190496n 1
190626n 0
190783n 0
191014n 0
191200n 0
191338n 9
191563n 0
191784n 2
191938n 1
192307n 0
192453n 4
192771n 0
192854n 8
193217n 0
193505n 0
193598n 0
193788n 0
193979n 2
194159n 7
194505n 0
194657n 1
194838n 2
195018n 1
195180n 0
195306n 0
195517n 1071
196094n 9
196428n 0
196631n 0
196766n 0
196950n 2
197155n 0
197445n 16
197656n 0
197784n 0
197903n 2
198058n 1
198310n 0
198671n 28
199007n 0
199203n 15
199407n 0
199595n 0
199729n 15
200036n 0
200140n 5
200409n 0
200586n 1
200721n 0
200826n 3
201046n 0
201201n 0
201329n 0
201465n 1
201753n 0
201947n 0
202053n 1
202295n 7
202534n 0
202706n 1
203004n 0
203183n 0
203331n 1
203728n 0
203856n 0
204044n 0
204183n 0
204563n 0
204699n 0
204943n 0
205116n 0
205219n 0
205365n 0
205554n 0
205723n 0
205868n 0
205968n 2
206102n 0
206211n 0
206365n 293
206940n 148
207219n 2
207362n 0
207532n 161
207884n 0
208015n 1
208198n 0
208487n 7
208627n 1
208799n 0
208973n 0
209100n 0
209230n 0
209474n 0
209608n 0
209765n 0
209904n 0
210116n 0
210325n 0
210570n 0
210737n 0
210948n 0
211216n 0
211435n 0
211736n 2
211956n 0
212105n 1
212260n 0
212460n 2
212596n 2
213029n 0
213136n 0
213229n 21
213714n 1
213808n 1
213988n 0
214260n 0
214423n 5
214642n 0
214817n 0
214968n 0
215117n 1
215227n 86
215678n 0
215790n 12
215953n 0
216071n 0
216238n 56
216434n 0
216631n 0
216744n 51
217278n 0
217400n 2
217565n 0
217680n 0
217796n 0
217927n 0
218019n 0
218100n 0
218181n 0
218264n 0
218355n 0
218448n 0
218576n 0
218685n 4
218966n 0
219139n 0
219344n 0
219468n 0
219562n 0
219775n 0
219920n 0
220054n 3
220183n 1
220460n 0
220799n 0
220938n 1
221136n 1
221270n 0
221350n 4
221561n 0
221684n 0
221793n 2
221986n 1
222307n 0
222519n 0
222711n 0
222911n 0
223151n 0
223337n 0
223464n 0
223684n 0
223795n 0
224048n 0
224169n 0
224278n 0
224381n 0
224483n 1
224735n 2
224962n 0
225111n 0
225234n 0
225460n 7
225787n 0
225888n 0
226014n 2
226134n 0
226372n 1
226524n 3
226675n 0
226903n 0
227024n 0
227197n 0
227361n 0
227515n 0
227612n 0
227767n 5
228087n 1
228347n 0
228586n 3
228804n 0
228965n 0
229063n 0
229412n 0
229586n 0
229814n 0
229995n 0
230180n 0
230305n 0
230477n 0
230623n 2
230875n 0
231092n 1
231274n 1
231408n 0
231635n 72
232394n 0
232781n 0
233021n 0
233153n 2
233278n 24
233889n 0
234053n 1
234206n 13
234510n 0
234711n 0
234962n 0
235055n 0
235208n 0
235414n 14
235649n 0
235832n 0
235932n 0
236076n 1
236350n 6
236968n 0
237152n 4
237459n 0
237721n 2
237913n 5
238217n 1
238360n 0
238642n 1
238794n 0
239019n 16
239313n 0
239448n 0
239584n 0
239788n 1
239873n 0
240024n 0
240129n 11
242571n 0
242690n 0
242782n 0
242984n 0
243170n 0
243311n 0
243459n 0
243572n 0
243672n 0
243884n 0
244022n 0
244203n 0
244311n 0
244500n 0
244616n 0
244782n 0
244884n 0
244996n 0
245225n 613
245749n 25
246028n 0
246235n 1
246391n 0
246507n 481
246845n 1
246958n 0
247130n 0
247261n 37
247768n 0
247884n 0
248028n 2
248268n 0
248417n 0
248555n 1
248678n 6
248910n 0
249142n 0
249318n 0
249518n 2
249643n 5
249825n 0
250021n 0
250167n 0
250414n 0
250663n 1
250845n 3
251017n 3
251170n 0
251313n 0
251462n 8
251698n 0
251848n 0
251958n 27
252370n 0
252465n 1
252557n 0
252655n 0
252749n 0
252868n 0
252994n 0
253209n 0
253363n 0
253476n 0
253716n 0
253828n 4
254018n 2
254217n 0
254341n 0
254549n 0
254651n 0
254778n 0
254943n 0
255102n 12
255425n 3
255640n 1
255792n 1
255891n 0
256142n 0
256299n 0
256742n 0
256870n 7
257129n 4
257277n 1
257506n 0
257635n 0
257834n 0
258027n 0
258202n 0
258479n 1
258826n 0
258973n 0
259138n 0
259230n 1
259394n 0
259502n 0
259583n 0
259722n 0
259872n 0
260043n 0
260177n 0
260318n 0
260422n 0
260596n 1
260759n 0
261005n 0
261143n 8
261349n 3
261702n 1
262003n 0
262222n 0
262379n 0
262483n 0
262631n 0
262790n 0
262875n 3
263036n 52
263447n 0
263579n 0
263752n 26
264051n 0
264147n 0
264255n 0
264342n 17
264571n 0
264687n 1
264787n 15
265054n 0
265248n 4
265488n 4
265701n 0
265904n 0
266086n 0
266193n 0
266416n 3
266505n 0
266633n 0
266769n 0
266878n 0
267030n 2
267149n 7
267385n 0
267493n 2
267866n 0
268109n 0
268353n 0
268533n 0
268678n 0
268943n 1
269108n 0
269307n 0
269549n 0
269679n 0
269831n 0
269920n 25
270107n 0
270239n 0
270436n 0
270667n 1
270834n 0
270955n 0
271189n 24
271399n 0
271555n 0
271672n 24
271820n 23
271999n 0
272437n 0
272590n 0
272868n 10
273061n 10
273235n 0
273515n 0
273624n 1
273817n 0
274059n 0
274288n 0
274469n 0
274651n 0
274803n 0
275058n 0
275384n 0
275483n 0
275625n 0
275782n 0
275922n 0
276083n 1801
276834n 45
277101n 13
277380n 1
277539n 1
277710n 1
278000n 0
278146n 0
278298n 21
278710n 0
278838n 8
279065n 3
279178n 0
279352n 55
279657n 0
279775n 24
280158n 0
280308n 1
280616n 0
280751n 0
280872n 30
281005n 35
281348n 0
281594n 0
281764n 20
282096n 9
282319n 0
282447n 0
282567n 0
282704n 4
282963n 0
283164n 4
283349n 1
283483n 0
283656n 0
283768n 0
283969n 0
284096n 0
284207n 0
284397n 0
284591n 0
284693n 1
284878n 2
285087n 4
285177n 2
285382n 0
285474n 0
285595n 1
285762n 1
285866n 0
285944n 0
286113n 0
286222n 0
286332n 2
286483n 1
286613n 0
286786n 15
287211n 0
287361n 0
287493n 0
287607n 0
287870n 0
288003n 1
288083n 0
288172n 0
288332n 0
288476n 0
288593n 0
288806n 0
288919n 1
289188n 0
289332n 0
289514n 0
289624n 0
289752n 0
289864n 0
289960n 0
290123n 4
290397n 1
290573n 0
290659n 1
290784n 0
290955n 0
291075n 0
291379n 2
291629n 0
291770n 0
291908n 1220
292470n 0
292685n 0
292792n 8
293153n 0
293269n 0
293525n 0
293611n 0
293739n 1
293864n 0
294070n 0
294158n 0
294254n 0
294368n 0
294558n 0
294704n 0
295338n 0
295443n 0
295925n 0
296071n 0
296178n 0
296282n 0
296358n 0
296451n 0
296578n 0
296686n 268
297437n 0
297688n 0
297843n 0
297973n 0
298102n 0
298246n 0
298430n 0
298639n 7
299106n 0
299294n 0
299466n 0
299542n 0
299740n 0
299993n 0
300094n 0
300276n 0
300467n 0
300635n 0
300776n 0
300855n 0
301005n 1
301142n 0
301264n 0
301418n 0
301566n 0
301739n 0
301932n 0
302120n 0
302271n 0
302393n 0
302515n 1
302623n 0
302731n 0
302839n 880
303313n 10
303515n 0
303589n 0
303727n 0
303868n 0
304044n 7
304486n 1
304621n 0
304692n 1
304783n 665
305094n 0
305192n 0
305284n 1
305424n 0
305528n 3
305689n 0
305781n 0
305953n 0
306060n 10
306215n 0
306319n 2
306476n 5
306614n 0
306760n 0
306838n 0
306929n 0
307079n 6
307504n 0
307608n 0
307794n 0
307941n 1
308100n 2
308222n 3
308573n 0
308679n 0
308816n 0
308966n 2
309104n 162
309197n 12
309345n 1
309509n 0
309658n 0
309798n 0
309915n 0
310060n 15
310219n 1
310365n 0
310488n 0
310665n 0
310789n 0
310863n 2
311720n 0
311803n 2
311947n 0
312113n 3
312243n 0
312417n 34
312861n 0
312995n 0
313207n 0
313390n 0
313608n 7
313886n 0
313995n 1
314110n 0
314318n 0
314436n 1
314587n 0
314792n 2
314968n 1
315136n 1
315577n 0
315713n 0
315914n 0
316009n 0
316118n 0
316226n 0
316340n 9
316685n 0
316887n 0
317026n 0
317143n 0
317253n 10
317596n 0
317963n 0
318132n 1
318357n 2
318629n 1
318792n 0
318889n 0
319035n 4
319179n 0
319363n 0
319457n 0
319553n 0
319663n 0
319837n 0
319933n 0
320167n 0
320324n 0
320457n 2
320634n 1
320785n 4
321100n 0
321235n 0
321379n 0
321511n 1
321765n 0
321903n 0
322032n 0
322186n 0
322376n 0
322495n 0
322692n 0
322841n 2
323096n 0
323228n 0
323443n 0
323544n 0
323689n 0
323776n 0
323920n 1
324093n 1
324234n 1
324425n 2
324640n 0
324737n 0
324912n 1
325295n 0
325441n 0
325637n 11
325878n 0
326029n 0
326229n 3
326353n 0
326445n 1
326570n 6
326867n 2
327084n 0
327246n 0
327394n 1
327512n 0
327941n 0
328065n 3
328360n 246
329447n 0
329613n 0
329776n 4
329982n 0
330143n 0
330239n 33
330584n 0
330766n 0
330919n 22
331121n 0
331345n 2
331695n 0
331794n 2
332063n 0
332224n 0
332398n 3
332684n 0
332840n 1
332971n 0
333064n 1
333215n 0
333488n 0
333620n 1
333896n 0
334015n 0
334254n 0
334498n 0
334681n 0
334814n 0
335051n 1
335231n 0
335404n 0
335583n 0
335873n 0
336056n 0
336186n 0
336317n 0
336602n 0
336873n 0
337072n 0
337248n 0
337399n 0
337519n 0
337653n 10
337845n 0
337958n 1
338105n 0
338300n 0
338438n 5
338834n 0
338975n 0
339165n 0
339326n 0
339501n 0
339659n 1
340016n 0
340140n 0
340304n 0
340450n 2
340669n 1
340831n 1
341109n 0
341352n 1
341559n 0
341707n 0
341864n 1
342051n 0
342227n 0
342336n 3
342505n 9
342706n 41
342942n 1
343103n 0
343328n 0
343479n 0
343572n 2
343751n 0
343882n 2
344044n 0
344245n 0
344400n 0
344704n 0
344963n 1
345193n 2
345345n 5
345472n 0
345605n 0
345761n 59
345894n 0
346075n 40
346219n 40
346569n 3
347067n 1
347189n 28
347357n 0
347523n 0
347674n 1781
347827n 1709
348520n 1674
348774n 0
348872n 1
348967n 0
349050n 1
349202n 0
349289n 0
349438n 0
349658n 0
349800n 0
349971n 0
350092n 0
350181n 0
350372n 0
350531n 0
350772n 1
350974n 0
351073n 1
351423n 0
351591n 0
351718n 0
351862n 0
352090n 0
352370n 2
352538n 0
352687n 0
352792n 0
352961n 1
353194n 1
353446n 0
353622n 0
353770n 0
353996n 0
354179n 0
354380n 0
354618n 0
354792n 0
355021n 6
355225n 0
355328n 5
355581n 1
355703n 0
355911n 0
355992n 0
356232n 0
356331n 0
356493n 0
356574n 0
356690n 0
356846n 4
357130n 0
357281n 3
357422n 0
357548n 0
357773n 0
357884n 0
358021n 0
358192n 1
358347n 0
358444n 2
358635n 0
358748n 2
358951n 0
359141n 0
359349n 72
359877n 5
360142n 0
360349n 0
360529n 1
360689n 2
360876n 2
361101n 0
361320n 0
361418n 0
361560n 0
361798n 35
362084n 0
362296n 0
362406n 1
362610n 2
362764n 0
362935n 6
363155n 0
363369n 0
363516n 1
363641n 1
363857n 16
364065n 5
364391n 0
364604n 0
364681n 5
365028n 3
365227n 0
365488n 0
365621n 1
365783n 0
365891n 1
366216n 0
366350n 0
366547n 0
366777n 0
366974n 0
367148n 1
367403n 3
367576n 3
367824n 0
367935n 0
368102n 5
368315n 4
368537n 1
368696n 1
369066n 0
369219n 0
369367n 0
369507n 0
369633n 1
369951n 1
370152n 4
370313n 6
370535n 0
370766n 0
370924n 3
371160n 4
371485n 1
371762n 1
372075n 1
372200n 165
372537n 4
372852n 0
372962n 0
373131n 1
373306n 0
373501n 8
373833n 1
373960n 1
374054n 0
374216n 2
374443n 0
374626n 0
374853n 0
375027n 0
375132n 20
375569n 0
375735n 0
375901n 0
376122n 5
376607n 0
376735n 1
376920n 0
377033n 0
377365n 0
377606n 0
377719n 2
378148n 1
378513n 1
378778n 0
378945n 0
379110n 0
379320n 0
379429n 38
379645n 70
379973n 7
380350n 0
380531n 0
380679n 0
380823n 3
380954n 3
381125n 0
381287n 3
381522n 0
381670n 0
381812n 24
382167n 0
382348n 0
382453n 0
382556n 0
382679n 1
382918n 13
383217n 2
383329n 0
383427n 0
383529n 0
383660n 36
383900n 0
384068n 0
384213n 1
384395n 3
384713n 0
384845n 0
384962n 0
385046n 0
385138n 0
385311n 0
385511n 2
385613n 0
385766n 0
385956n 0
386201n 0
386448n 0
386584n 0
386738n 0
386909n 2
387089n 0
387296n 0
387410n 0
387602n 25
388078n 0
388320n 0
388453n 0
388567n 0
388694n 0
388833n 3
388935n 0
389112n 1
389320n 2
390193n 0
390436n 0
390561n 1
390754n 0
390968n 0
391150n 0
391284n 4
391454n 0
391605n 0
391748n 6
391980n 4
392164n 0
392295n 0
392459n 0
392592n 0
392775n 0
392960n 1
393141n 0
393297n 0
393495n 0
393597n 0
393710n 0
393903n 6
394359n 2
394517n 1
394636n 7
394962n 0
395155n 0
395325n 5
395649n 0
395778n 0
396015n 3
396210n 0
396381n 0
396577n 10
396783n 0
396927n 0
397126n 0
397246n 3
397391n 0
397571n 0
397715n 0
398060n 0
398240n 0
398467n 2
398603n 1
398721n 0
398883n 0
399024n 2
399266n 0
399398n 0
399733n 0
399861n 0
400008n 0
400120n 0
400353n 7
400676n 3
400909n 0
401056n 0
401156n 2
401310n 0
401578n 0
401716n 2
401842n 0
401957n 0
402064n 0
402173n 0
402304n 0
402442n 0
402569n 0
402757n 0
402885n 0
403036n 0
403216n 2
403353n 0
403481n 15219
405003n 0
405139n 0
405411n 276
405751n 0
405871n 0
406024n 0
406175n 139
406940n 3
407127n 0
407276n 1
407445n 0
407609n 0
407751n 0
407898n 1
408022n 0
408163n 1
408341n 0
408464n 0
408601n 0
408713n 0
408856n 0
408960n 1
409113n 54
409428n 0
409548n 0
409669n 0
409778n 0
409945n 0
410053n 37
410350n 0
410541n 0
410614n 0
410733n 1
410831n 1
410959n 6
411066n 0
411175n 1
411273n 0
411409n 127
411721n 0
411862n 0
411949n 0
412142n 0
412379n 0
412470n 0
412647n 0
412738n 0
412864n 0
413130n 3
413376n 0
413592n 0
413758n 18
414038n 0
414127n 0
414348n 2
414520n 0
414636n 2
415030n 0
415210n 1
415474n 13
415740n 0
415858n 0
415999n 5
416216n 0
416381n 0
416551n 1
416714n 0
416825n 1
417502n 0
417649n 0
417779n 0
417939n 0
418107n 0
418222n 0
418416n 0
418610n 0
418811n 0
418951n 0
419157n 0
419304n 0
419422n 0
419574n 0
419712n 0
419987n 7
420155n 3
420322n 2
420478n 1
420570n 0
420666n 0
420839n 0
421003n 0
421169n 0
421293n 1
421663n 0
421776n 0
421914n 0
422145n 0
422316n 792
422968n 2
423223n 1
423370n 11
423640n 24
424400n 338
424674n 0
424792n 2
425065n 0
425301n 10
425492n 11
425976n 48
426375n 1
426662n 0
426922n 71
427263n 5
427534n 2
427726n 1
427957n 1
428059n 2
428251n 1
428483n 0
428586n 6
428828n 119
429031n 21
429172n 13
429445n 2
429601n 2
429766n 1
429938n 1
430027n 1
430214n 0
430383n 0
430552n 0
430771n 0
430933n 1
431148n 3
431557n 3
431709n 0
431979n 0
432072n 0
432187n 0
432323n 0
432437n 0
432589n 0
432691n 1
432857n 0
433009n 2
433158n 7
433299n 5
433436n 19
433709n 0
433977n 0
434096n 0
434264n 0
434414n 0
434655n 0
434855n 6
435120n 0
435197n 0
435410n 0
435589n 0
435753n 0
435880n 0
436014n 0
436129n 0
436323n 0
436455n 0
436617n 0
436883n 0
437068n 0
437206n 6
437497n 4
437819n 0
437951n 0
438036n 0
438141n 0
438229n 1
438363n 2
438613n 0
438757n 0
438899n 0
439074n 0
439185n 0
439299n 0
439524n 1
439722n 0
439872n 0
440033n 0
440203n 0
440294n 0
440412n 0
440583n 1
440708n 0
440886n 0
441042n 0
441159n 108
441668n 0
441768n 0
441850n 108
441989n 0
442161n 0
442337n 0
442430n 0
442578n 0
442718n 0
442820n 0
442897n 1
443236n 0
443314n 0
443483n 0
443589n 0
443823n 0
443997n 0
444105n 0
444229n 0
444315n 0
444411n 0
444525n 0
444652n 1
444874n 0
445014n 0
445115n 0
445211n 0
445296n 0
445389n 0
445549n 0
445654n 0
446019n 0
446185n 0
446317n 0
446505n 0
446689n 0
446882n 0
446954n 0
447087n 0
447185n 15
447353n 0
447471n 0
447612n 15
448053n 0
448183n 0
448266n 0
448445n 0
448632n 0
448715n 1
448797n 0
448950n 0
449050n 0
449254n 5
449440n 0
449556n 0
449714n 0
449812n 0
449943n 0
450174n 0
450302n 0
450395n 0
450492n 0
450667n 0
450918n 229
451518n 645
451784n 0
451882n 3
452009n 1
452123n 0
452218n 1
452357n 0
452547n 0
452701n 73
453042n 56
453209n 0
453413n 0
453605n 1
453775n 2
453960n 0
454119n 1
454209n 0
454332n 0
454603n 2
454784n 1
454889n 0
455046n 0
455164n 0
455298n 0
455397n 0
455629n 1
455826n 0
455991n 0
456129n 0
456236n 1
456447n 2
456579n 0
456687n 0
456896n 0
457067n 0
457382n 0
457524n 0
457698n 0
457827n 0
457945n 0
458138n 0
458257n 0
458387n 53
458684n 0
459159n 0
459399n 0
459600n 0
459773n 48
460016n 10
461300n 0
461404n 1
461551n 0
461657n 0
461739n 0
461907n 0
462149n 0
462347n 0
462563n 0
462746n 35
463022n 0
463326n 0
463507n 9
464659n 0
465562n 0
465690n 0
465838n 0
465974n 0
